845
605
552
469
993
801
747
661
858
770
734
681
682
645
636
621
2507
2852
2000
2572
2525
1923
1200
836
426
1345
1085
1326
500
1377
1194
1085
1195
1955
797
1438
938
1176
740
840
490
-110.8
554
399
508
480
1263
714
711
637
1418
772
730
779
1368
962
857
711
970
677
684
587
1217
735
678
1474
1001
963
780
836
498
498
606
993
306
200
927
